"REF_DATE","GEO","DGUID","Educational attainment level","Labour force and education status","Age group","Sex","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022","Prince Edward Island","2021A000211","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247926342","4.1.6.1.1.1","10","","","","0"
"2004","Nova Scotia","2021A000212","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927314","5.1.1.1.1.1","100","","","","0"
"2005","Nova Scotia","2021A000212","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927314","5.1.1.1.1.1","100","","","","0"
"2006","Nova Scotia","2021A000212","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927314","5.1.1.1.1.1","100","","","","0"
"2007","Nova Scotia","2021A000212","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927314","5.1.1.1.1.1","100","","","","0"
"2008","Nova Scotia","2021A000212","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927314","5.1.1.1.1.1","100","","","","0"
"2009","Nova Scotia","2021A000212","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927314","5.1.1.1.1.1","100","","","","0"
"2010","Nova Scotia","2021A000212","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927314","5.1.1.1.1.1","100","","","","0"
"2011","Nova Scotia","2021A000212","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927314","5.1.1.1.1.1","100","","","","0"
"2012","Nova Scotia","2021A000212","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927314","5.1.1.1.1.1","100","","","","0"
"2013","Nova Scotia","2021A000212","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927314","5.1.1.1.1.1","100","","","","0"
"2014","Nova Scotia","2021A000212","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927314","5.1.1.1.1.1","100","","","","0"
"2015","Nova Scotia","2021A000212","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927314","5.1.1.1.1.1","100","","","","0"
"2016","Nova Scotia","2021A000212","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927314","5.1.1.1.1.1","100","","","","0"
"2017","Nova Scotia","2021A000212","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927314","5.1.1.1.1.1","100","","","","0"
"2018","Nova Scotia","2021A000212","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927314","5.1.1.1.1.1","100","","","","0"
"2019","Nova Scotia","2021A000212","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927314","5.1.1.1.1.1","100","","","","0"
"2020","Nova Scotia","2021A000212","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927314","5.1.1.1.1.1","100","","","","0"
"2021","Nova Scotia","2021A000212","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927314","5.1.1.1.1.1","100","","","","0"
"2022","Nova Scotia","2021A000212","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927314","5.1.1.1.1.1","100","","","","0"
"2004","Nova Scotia","2021A000212","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927350","5.1.2.1.1.1","46","","","","0"
"2005","Nova Scotia","2021A000212","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927350","5.1.2.1.1.1","43","","","","0"
"2006","Nova Scotia","2021A000212","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927350","5.1.2.1.1.1","45","","","","0"
"2007","Nova Scotia","2021A000212","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927350","5.1.2.1.1.1","45","","","","0"
"2008","Nova Scotia","2021A000212","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927350","5.1.2.1.1.1","42","","","","0"
"2009","Nova Scotia","2021A000212","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927350","5.1.2.1.1.1","41","","","","0"
"2010","Nova Scotia","2021A000212","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927350","5.1.2.1.1.1","43","","","","0"
"2011","Nova Scotia","2021A000212","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927350","5.1.2.1.1.1","42","","","","0"
"2012","Nova Scotia","2021A000212","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927350","5.1.2.1.1.1","45","","","","0"
"2013","Nova Scotia","2021A000212","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927350","5.1.2.1.1.1","44","","","","0"
"2014","Nova Scotia","2021A000212","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927350","5.1.2.1.1.1","45","","","","0"
"2015","Nova Scotia","2021A000212","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927350","5.1.2.1.1.1","42","","","","0"
"2016","Nova Scotia","2021A000212","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927350","5.1.2.1.1.1","42","","","","0"
"2017","Nova Scotia","2021A000212","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927350","5.1.2.1.1.1","44","","","","0"
"2018","Nova Scotia","2021A000212","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927350","5.1.2.1.1.1","44","","","","0"
"2019","Nova Scotia","2021A000212","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927350","5.1.2.1.1.1","44","","","","0"
"2020","Nova Scotia","2021A000212","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927350","5.1.2.1.1.1","41","","","","0"
"2021","Nova Scotia","2021A000212","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927350","5.1.2.1.1.1","40","","","","0"
"2022","Nova Scotia","2021A000212","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927350","5.1.2.1.1.1","41","","","","0"
"2004","Nova Scotia","2021A000212","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927386","5.1.3.1.1.1","17","","","","0"
"2005","Nova Scotia","2021A000212","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927386","5.1.3.1.1.1","17","","","","0"
"2006","Nova Scotia","2021A000212","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927386","5.1.3.1.1.1","19","","","","0"
"2007","Nova Scotia","2021A000212","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927386","5.1.3.1.1.1","20","","","","0"
"2008","Nova Scotia","2021A000212","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927386","5.1.3.1.1.1","17","","","","0"
"2009","Nova Scotia","2021A000212","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927386","5.1.3.1.1.1","17","","","","0"
"2010","Nova Scotia","2021A000212","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927386","5.1.3.1.1.1","18","","","","0"
"2011","Nova Scotia","2021A000212","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927386","5.1.3.1.1.1","16","","","","0"
"2012","Nova Scotia","2021A000212","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927386","5.1.3.1.1.1","19","","","","0"
"2013","Nova Scotia","2021A000212","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927386","5.1.3.1.1.1","17","","","","0"
"2014","Nova Scotia","2021A000212","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927386","5.1.3.1.1.1","17","","","","0"
"2015","Nova Scotia","2021A000212","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927386","5.1.3.1.1.1","16","","","","0"
"2016","Nova Scotia","2021A000212","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247927386","5.1.3.1.1.1","16","","","","0"
